source,dataset,strategy,prune_layers,prune_ratio,metric_name,metric_value,run_dir
keep_position_ids_summary,mme,masking_attn_score,[2],[0.7],overall_total_score,1877.4418767507002,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l2_r0p7__20260324_075732_531825
keep_position_ids_summary,mme,random,[2],[0.3],overall_total_score,1877.4297719087635,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l2_r0p3__20260324_073229_362837
keep_position_ids_summary,mme,attn_score,[3],[0.4],overall_total_score,1876.9520808323332,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l3_r0p4__20260324_080501_913325
keep_position_ids_summary,mme,attn_score,[2],[0.2],overall_total_score,1876.579031612645,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l2_r0p2__20260324_072442_759831
keep_position_ids_summary,mme,entropy,[1],[0.2],overall_total_score,1875.1384553821529,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l1_r0p2__20260324_064816_557415
keep_position_ids_summary,mme,sparsevlm,[1],[0.2],overall_total_score,1874.9220688275311,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l1_r0p2__20260324_064836_632908
keep_position_ids_summary,mme,pre_attn_score,[2],[0.2],overall_total_score,1874.6861744697878,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l2_r0p2__20260324_072515_659651
keep_position_ids_summary,mme,masking_attn_score,[3],[0.5],overall_total_score,1874.278611444578,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l3_r0p5__20260324_081041_601704
keep_position_ids_summary,mme,masking_attn_score,[2],[0.2],overall_total_score,1874.093137254902,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l2_r0p2__20260324_072649_674701
keep_position_ids_summary,mme,pre_attn_score,[3],[0.4],overall_total_score,1872.4163665466187,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l3_r0p4__20260324_080550_127564
keep_position_ids_summary,mme,attn_score,[3],[0.2],overall_total_score,1872.1966786714686,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l3_r0p2__20260324_075842_848418
keep_position_ids_summary,mme,sparsevlm,[3],[0.3],overall_total_score,1872.0103041216487,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l3_r0p3__20260324_080444_390307
keep_position_ids_summary,mme,random,[1],[0.2],overall_total_score,1871.7124849939974,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l1_r0p2__20260324_064834_174521
keep_position_ids_summary,mme,masking_attn_score,[3],[0.7],overall_total_score,1871.5538215286115,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l3_r0p7__20260324_081600_627350
keep_position_ids_summary,mme,pre_attn_score,[1],[0.3],overall_total_score,1870.575430172069,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l1_r0p3__20260324_064856_412554
keep_position_ids_summary,mme,masking_attn_score,[2],[0.6],overall_total_score,1870.0742296918768,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l2_r0p6__20260324_075258_595259
keep_position_ids_summary,mme,random,[1],[0.3],overall_total_score,1869.7713085234095,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l1_r0p3__20260324_065323_245950
keep_position_ids_summary,mme,masking_attn_score,[2],[0.4],overall_total_score,1869.4859943977592,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l2_r0p4__20260324_074001_732212
keep_position_ids_summary,mme,masking_attn_score,[2],[0.5],overall_total_score,1869.4859943977592,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l2_r0p5__20260324_074349_828585
keep_position_ids_summary,mme,attn_score,[3],[0.3],overall_total_score,1869.2440976390558,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l3_r0p3__20260324_080114_865477
keep_position_ids_summary,mme,masking_attn_score,[3],[0.6],overall_total_score,1868.1714685874351,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l3_r0p6__20260324_081313_161423
keep_position_ids_summary,mme,masking_attn_score,[1],[0.4],overall_total_score,1867.799019607843,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l1_r0p4__20260324_070055_436820
keep_position_ids_summary,mme,masking_attn_score,[3],[0.3],overall_total_score,1867.0727290916368,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l3_r0p3__20260324_080204_634424
keep_position_ids_summary,mme,random,[3],[0.2],overall_total_score,1866.5066026410561,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l3_r0p2__20260324_080008_469553
keep_position_ids_summary,mme,masking_attn_score,[3],[0.2],overall_total_score,1866.3227290916368,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l3_r0p2__20260324_075918_090301
keep_position_ids_summary,mme,masking_attn_score,[2],[0.3],overall_total_score,1865.843137254902,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l2_r0p3__20260324_073037_739874
keep_position_ids_summary,mme,attn_score,[1],[0.3],overall_total_score,1865.6720688275311,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l1_r0p3__20260324_064854_190439
keep_position_ids_summary,mme,pre_attn_score,[3],[0.2],overall_total_score,1865.579031612645,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l3_r0p2__20260324_075915_655476
keep_position_ids_summary,mme,sparsevlm,[2],[0.3],overall_total_score,1865.4325730292117,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l2_r0p3__20260324_073504_457749
keep_position_ids_summary,mme,pre_attn_score,[2],[0.3],overall_total_score,1864.9226690676273,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l2_r0p3__20260324_073004_731088
keep_position_ids_summary,mme,sparsevlm,[3],[0.2],overall_total_score,1864.4262705082033,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l3_r0p2__20260324_080026_068407
keep_position_ids_summary,mme,pre_attn_score,[1],[0.2],overall_total_score,1864.3338335334133,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l1_r0p2__20260324_064726_145118
keep_position_ids_summary,mme,random,[2],[0.2],overall_total_score,1863.7566026410561,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l2_r0p2__20260324_072755_617769
keep_position_ids_summary,mme,sparsevlm,[3],[0.5],overall_total_score,1863.6726690676273,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l3_r0p5__20260324_081149_643524
keep_position_ids_summary,mme,attn_score,[2],[0.3],overall_total_score,1863.6474589835934,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l2_r0p3__20260324_072947_401192
keep_position_ids_summary,mme,sparsevlm,[2],[0.4],overall_total_score,1863.5346138455384,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l2_r0p4__20260324_074327_931713
keep_position_ids_summary,mme,sparsevlm,[1],[0.5],overall_total_score,1863.4952981192478,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l1_r0p5__20260324_070809_077811
keep_position_ids_summary,mme,sparsevlm,[1],[0.6],overall_total_score,1862.766306522609,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l1_r0p6__20260324_071530_948172
keep_position_ids_summary,mme,masking_attn_score,[1],[0.2],overall_total_score,1862.4754901960785,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l1_r0p2__20260324_064744_097170
keep_position_ids_summary,mme,masking_attn_score,[1],[0.3],overall_total_score,1860.887254901961,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l1_r0p3__20260324_065147_204747
keep_position_ids_summary,mme,pre_attn_score,[2],[0.4],overall_total_score,1860.8491396558625,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l2_r0p4__20260324_073858_726928
keep_position_ids_summary,mme,masking_attn_score,[3],[0.4],overall_total_score,1859.278611444578,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l3_r0p4__20260324_080607_744800
keep_position_ids_summary,mme,sparsevlm,[1],[0.3],overall_total_score,1858.575430172069,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l1_r0p3__20260324_065411_183445
keep_position_ids_summary,mme,attn_score,[1],[0.5],overall_total_score,1857.7657062825128,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l1_r0p5__20260324_070221_262394
keep_position_ids_summary,mme,masking_attn_score,[1],[0.5],overall_total_score,1855.4250700280113,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l1_r0p5__20260324_070443_542600
keep_position_ids_summary,mme,attn_score,[3],[0.5],overall_total_score,1854.6726690676269,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l3_r0p5__20260324_080935_952871
keep_position_ids_summary,mme,masking_attn_score,[1],[0.6],overall_total_score,1854.4340736294516,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l1_r0p6__20260324_071407_570646
keep_position_ids_summary,mme,pre_attn_score,[1],[0.4],overall_total_score,1854.1930772308924,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l1_r0p4__20260324_070007_340577
keep_position_ids_summary,mme,entropy,[1],[0.3],overall_total_score,1853.8846538615446,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l1_r0p3__20260324_065305_654833
keep_position_ids_summary,mme,attn_score,[2],[0.4],overall_total_score,1853.4121648659464,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l2_r0p4__20260324_073739_853261
keep_position_ids_summary,mme,sparsevlm,[1],[0.4],overall_total_score,1853.03131252501,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l1_r0p4__20260324_070219_011328
keep_position_ids_summary,mme,attn_score,[1],[0.6],overall_total_score,1851.800520208083,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l1_r0p6__20260324_071231_284149
keep_position_ids_summary,mme,attn_score,[3],[0.6],overall_total_score,1851.1741696678673,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l3_r0p6__20260324_081222_766963
keep_position_ids_summary,mme,pre_attn_score,[3],[0.5],overall_total_score,1849.4577831132451,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l3_r0p5__20260324_081024_051300
keep_position_ids_summary,mme,attn_score,[1],[0.4],overall_total_score,1849.4241696678673,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l1_r0p4__20260324_070005_113335
keep_position_ids_summary,mme,random,[3],[0.6],overall_total_score,1849.345538215286,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l3_r0p6__20260324_081403_757850
keep_position_ids_summary,mme,pre_attn_score,[2],[0.5],overall_total_score,1848.0829331732693,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l2_r0p5__20260324_074347_470193
keep_position_ids_summary,mme,attn_score,[2],[0.5],overall_total_score,1847.0010004001601,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l2_r0p5__20260324_074345_225709
keep_position_ids_summary,mme,masking_attn_score,[1],[0.7],overall_total_score,1846.0475190076031,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/mme/mme_masking_attn_score_l1_r0p7__20260324_071755_812701
keep_position_ids_summary,mme,random,[3],[0.5],overall_total_score,1843.9797919167668,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l3_r0p5__20260324_081046_340938
keep_position_ids_summary,mme,pre_attn_score,[2],[0.7],overall_total_score,1840.3146258503402,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l2_r0p7__20260324_075659_791024
keep_position_ids_summary,mme,random,[1],[0.5],overall_total_score,1839.956382553021,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l1_r0p5__20260324_070634_989554
keep_position_ids_summary,mme,random,[3],[0.7],overall_total_score,1839.706182472989,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l3_r0p7__20260324_081635_489692
keep_position_ids_summary,mme,pre_attn_score,[3],[0.6],overall_total_score,1838.4289715886355,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l3_r0p6__20260324_081255_714197
keep_position_ids_summary,mme,sparsevlm,[2],[0.5],overall_total_score,1836.0892356942777,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l2_r0p5__20260324_074917_787018
keep_position_ids_summary,mme,random,[3],[0.4],overall_total_score,1834.4545818327329,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l3_r0p4__20260324_080759_711774
keep_position_ids_summary,mme,entropy,[2],[0.2],overall_total_score,1833.5183073229293,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l2_r0p2__20260324_072722_714267
keep_position_ids_summary,mme,random,[1],[0.4],overall_total_score,1832.0071028411364,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l1_r0p4__20260324_070216_698327
keep_position_ids_summary,mme,pre_attn_score,[1],[0.5],overall_total_score,1831.43737494998,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l1_r0p5__20260324_070339_926266
keep_position_ids_summary,mme,attn_score,[3],[0.7],overall_total_score,1831.2246898759504,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l3_r0p7__20260324_081454_404996
keep_position_ids_summary,mme,random,[2],[0.4],overall_total_score,1830.0266106442575,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l2_r0p4__20260324_074138_216813
keep_position_ids_summary,mme,random,[2],[0.6],overall_total_score,1828.9157663065225,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l2_r0p6__20260324_075505_811200
keep_position_ids_summary,mme,sparsevlm,[2],[0.6],overall_total_score,1828.4568827531011,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l2_r0p6__20260324_075624_572590
keep_position_ids_summary,mme,pre_attn_score,[2],[0.6],overall_total_score,1827.9652861144457,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l2_r0p6__20260324_075225_830021
keep_position_ids_summary,mme,entropy,[1],[0.4],overall_total_score,1827.7432973189275,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l1_r0p4__20260324_070158_934479
keep_position_ids_summary,mme,random,[2],[0.7],overall_total_score,1825.857142857143,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l2_r0p7__20260324_075752_443883
keep_position_ids_summary,mme,pre_attn_score,[1],[0.6],overall_total_score,1825.0262104841938,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l1_r0p6__20260324_071304_167620
keep_position_ids_summary,mme,random,[1],[0.6],overall_total_score,1824.7696078431372,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l1_r0p6__20260324_071513_376673
keep_position_ids_summary,mme,attn_score,[2],[0.6],overall_total_score,1824.451980792317,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l2_r0p6__20260324_075021_151580
keep_position_ids_summary,mme,entropy,[3],[0.2],overall_total_score,1820.6302521008404,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l3_r0p2__20260324_075951_170476
keep_position_ids_summary,mme,random,[2],[0.5],overall_total_score,1820.061424569828,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l2_r0p5__20260324_074611_989282
keep_position_ids_summary,mme,entropy,[2],[0.3],overall_total_score,1819.15506202481,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l2_r0p3__20260324_073055_394756
keep_position_ids_summary,mme,sparsevlm,[3],[0.7],overall_total_score,1818.762104841937,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l3_r0p7__20260324_081809_446331
keep_position_ids_summary,mme,pre_attn_score,[3],[0.7],overall_total_score,1816.9956982793117,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l3_r0p7__20260324_081512_014322
keep_position_ids_summary,mme,random,[1],[0.7],overall_total_score,1811.5852340936374,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/random/mme/mme_random_l1_r0p7__20260324_071947_319068
keep_position_ids_summary,mme,entropy,[1],[0.5],overall_total_score,1810.7024809923969,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l1_r0p5__20260324_070602_247874
keep_position_ids_summary,mme,sparsevlm,[2],[0.7],overall_total_score,1809.5562224889957,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l2_r0p7__20260324_075810_048799
keep_position_ids_summary,mme,pre_attn_score,[1],[0.7],overall_total_score,1809.1594637855142,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/pre_attn_score/mme/mme_pre_attn_score_l1_r0p7__20260324_071707_262456
keep_position_ids_summary,mme,attn_score,[2],[0.7],overall_total_score,1809.142957182873,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l2_r0p7__20260324_075626_694561
keep_position_ids_summary,mme,sparsevlm,[1],[0.7],overall_total_score,1802.2998199279712,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/sparsevlm/mme/mme_sparsevlm_l1_r0p7__20260324_072152_197076
keep_position_ids_summary,mme,entropy,[3],[0.3],overall_total_score,1800.8030212084834,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l3_r0p3__20260324_080252_875018
keep_position_ids_summary,mme,attn_score,[1],[0.7],overall_total_score,1800.3236294517806,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/attn_score/mme/mme_attn_score_l1_r0p7__20260324_071649_827923
keep_position_ids_summary,mme,entropy,[2],[0.4],overall_total_score,1771.7954181672667,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l2_r0p4__20260324_074050_044292
keep_position_ids_summary,mme,entropy,[3],[0.4],overall_total_score,1763.6066426570628,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l3_r0p4__20260324_080655_982612
keep_position_ids_summary,mme,entropy,[1],[0.6],overall_total_score,1751.2308923569426,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l1_r0p6__20260324_071510_965966
keep_position_ids_summary,mme,entropy,[1],[0.7],overall_total_score,1706.3355342136854,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l1_r0p7__20260324_071843_769995
keep_position_ids_summary,mme,entropy,[3],[0.5],overall_total_score,1688.3812525010003,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l3_r0p5__20260324_081044_107722
keep_position_ids_summary,mme,entropy,[2],[0.5],overall_total_score,1681.6735694277713,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l2_r0p5__20260324_074407_354904
keep_position_ids_summary,mme,entropy,[3],[0.6],overall_total_score,1497.7292917166867,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l3_r0p6__20260324_081330_855154
keep_position_ids_summary,mme,entropy,[2],[0.6],overall_total_score,1482.8052220888355,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l2_r0p6__20260324_075417_727216
keep_position_ids_summary,mme,entropy,[3],[0.7],overall_total_score,1324.1134453781513,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l3_r0p7__20260324_081633_005064
keep_position_ids_summary,mme,entropy,[2],[0.7],overall_total_score,1288.326830732293,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/entropy/mme/mme_entropy_l2_r0p7__20260324_075734_823417
keep_position_ids_summary,pope,masking_attn_score,[1],[0.6],macro_f1,0.8595117373083266,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l1_r0p6__20260324_090447_134143
keep_position_ids_summary,pope,masking_attn_score,[1],[0.7],macro_f1,0.8594124924194384,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l1_r0p7__20260324_090920_758152
keep_position_ids_summary,pope,masking_attn_score,[1],[0.3],macro_f1,0.8590007757832877,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l1_r0p3__20260324_082351_222259
keep_position_ids_summary,pope,masking_attn_score,[1],[0.5],macro_f1,0.8588961949031728,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l1_r0p5__20260324_082924_363288
keep_position_ids_summary,pope,masking_attn_score,[1],[0.2],macro_f1,0.8588912151820741,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l1_r0p2__20260324_081917_572313
keep_position_ids_summary,pope,masking_attn_score,[2],[0.2],macro_f1,0.8588912151820741,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l2_r0p2__20260324_091308_811843
keep_position_ids_summary,pope,masking_attn_score,[2],[0.3],macro_f1,0.8588912151820741,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l2_r0p3__20260324_091525_016565
keep_position_ids_summary,pope,masking_attn_score,[2],[0.4],macro_f1,0.8588912151820741,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l2_r0p4__20260324_095118_467499
keep_position_ids_summary,pope,masking_attn_score,[2],[0.5],macro_f1,0.8588912151820741,/data_ssd/liuyu/LLaVA-prune_exp/entropy_exp/outputs/runs_keep_position_ids/masking_attn_score/pope/pope_masking_attn_score_l2_r0p5__20260324_095723_909715
